opportunity number,region,Sales Team,Opportunity Name,epc phase,opportunity owner,Stage,Fiscal Period,Use Case,ACV ($),Next Steps,date in stage 0,date in Stage 1,Date in Stage 2,date in stage 3,days in stage 4,date in stage 5,account name,account grouping,contact title,Budget approved,Compelling event established,Close plan agreed,Why Anything?,Why Now?,Why us as a vendor?,Competitor,Partner,customer Need for our solution
OPP-HIST-01873,NORAM,Public Sector,Company 2873 - Data Platform Modernization,Commit,Owner 74,Closed Lost,Q2 FY25,Cloud Cost Optimization,66970,Deep dive,2025-02-09,2025-03-18,,2025-04-20,,2025-06-07,Company 2873,Parent Account 162,Head of Data,Yes,Yes,Yes,Does not scale,Budget expires FY,Best fit,Internal Build,GSII,Security posture
OPP-HIST-01874,NORAM,Enterprise,Company 2874 - Cloud Cost Optimization,Explore,Owner 4,Closed Won,Q2 FY24,Customer 360 View,85071,Deep dive,2024-03-13,,,,39,2024-08-11,Company 2874,Parent Account 29,,Yes,,No,Reg risk,Exec mandate,Low TCO,Competitor B,GSII,
OPP-HIST-01875,GP&A,Enterprise,Company 2875 - Cloud Cost Optimization,Prove,Owner 200,Closed Lost,Q2 FY24,AI/ML Enablement,130898,Deep dive,2024-01-11,2024-02-14,2024-03-01,2024-04-12,30,2024-06-24,Company 2875,,Head of Data,Yes,,Yes,Reg risk,Budget expires FY,Best fit,Internal Build,Consulting Co,
OPP-HIST-01876,GP&A,Mid-Market,Company 2876 - Customer 360 View,Explore,Owner 187,Closed Won,Q1 FY24,AI/ML Enablement,165041,Exec sponsor confirm,2023-12-09,2024-01-03,,2024-01-25,,2024-03-16,Company 2876,Parent Account 169,CTO,No,Yes,Yes,Fragmented tools,Exec mandate,Strong roadmap,Internal Build,None,Security posture
OPP-HIST-01877,NORAM,SMB,Company 2877 - DevOps & Automation,Prove,Owner 168,Closed Lost,Q1 FY25,AI/ML Enablement,46544,,2024-10-01,2024-11-03,2024-12-17,2025-01-27,13,2025-03-26,Company 2877,,CTO,Yes,Yes,No,,Budget expires FY,Best fit,Competitor B,Partner X,Visibility
OPP-HIST-01878,GP&A,Public Sector,Company 2878 - Customer 360 View,Commit,Owner 82,Closed Won,Q2 FY25,Customer 360 View,23665,Exec sponsor confirm,2025-02-09,2025-03-02,,2025-04-11,25,2025-06-06,Company 2878,Parent Account 143,Head of Data,No,Yes,Yes,Does not scale,Renewal soon,Best fit,Status Quo,Partner X,Visibility
OPP-HIST-01879,LAC,Strategic Accounts,Company 2879 - Security & Compliance,Prove,Owner 182,Closed Won,Q1 FY24,Customer 360 View,44827,,2023-10-20,2023-11-19,2023-12-05,2023-12-23,,2024-03-16,Company 2879,Parent Account 197,,Yes,Yes,No,Legacy expensive,M&A drive,References match,Competitor C,GSII,Faster release
OPP-HIST-01880,NORAM,Mid-Market,Company 2880 - Data Platform Modernization,Commit,Owner 29,Closed Lost,Q1 FY25,Cloud Cost Optimization,71839,Proposal review,2024-12-06,2024-12-17,,2025-02-06,8,2025-03-29,Company 2880,,CTO,Yes,No,No,Fragmented tools,Exec mandate,,Competitor B,Partner Y,Security posture
OPP-HIST-01881,NORAM,Strategic Accounts,Company 2881 - AI/ML Enablement,Prove,Owner 199,Closed Won,Q2 FY25,Security & Compliance,30496,POC run,2025-02-24,2025-04-03,,,42,2025-08-27,Company 2881,Parent Account 152,Infra Lead,No,Yes,No,Legacy expensive,Renewal soon,,Competitor B,Partner Y,Faster release
OPP-HIST-01882,EMEA,SMB,Company 2882 - Cloud Cost Optimization,Prove,Owner 151,Closed Won,Q1 FY24,Security & Compliance,30637,Procurement alignment,2023-10-31,2023-11-21,2023-12-19,2024-01-06,24,2024-02-22,Company 2882,,Cloud Arch,Yes,,Yes,Reg risk,Budget expires FY,Strong roadmap,Internal Build,Partner Y,Security posture
OPP-HIST-01883,NORAM,Enterprise,Company 2883 - Data Platform Modernization,Prove,Owner 198,Closed Won,Q3 FY24,AI/ML Enablement,76164,,2024-04-06,2024-04-13,2024-05-10,2024-06-15,,2024-07-27,Company 2883,Parent Account 179,Cloud Arch,,Yes,,Reg risk,Renewal soon,,Competitor C,Consulting Co,Visibility
OPP-HIST-01884,EMEA,Mid-Market,Company 2884 - Customer 360 View,Explore,Owner 164,Closed Won,Q3 FY25,AI/ML Enablement,57869,Procurement alignment,2025-04-09,,,2025-07-11,42,2025-09-01,Company 2884,Parent Account 61,CTO,,Yes,Yes,Does not scale,,Low TCO,Status Quo,Consulting Co,Reduce Ops
OPP-HIST-01885,EMEA,Public Sector,Company 2885 - Analytics & Reporting,Prove,Owner 53,Closed Won,Q1 FY24,AI/ML Enablement,61264,,2023-12-14,2024-01-25,2024-02-14,2024-02-28,,2024-03-15,Company 2885,,Director IT,Yes,No,Yes,Legacy expensive,,Strong roadmap,Competitor A,Consulting Co,Visibility
OPP-HIST-01886,LAC,Public Sector,Company 2886 - Analytics & Reporting,Explore,Owner 176,Closed Lost,Q1 FY24,DevOps & Automation,35208,Proposal review,2023-12-17,2024-01-01,2024-02-10,2024-03-08,,2024-04-21,Company 2886,Parent Account 151,Head of Data,Yes,Yes,Yes,,,Strong roadmap,Competitor C,None,Reduce Ops
OPP-HIST-01887,NORAM,Enterprise,Company 2887 - Cloud Cost Optimization,Commit,Owner 12,Closed Won,Q2 FY24,Security & Compliance,50956,POC run,2024-03-12,2024-04-02,,,15,2024-06-28,Company 2887,Parent Account 59,Director IT,,No,,Fragmented tools,,References match,Competitor A,GSII,Security posture
OPP-HIST-01888,EMEA,Strategic Accounts,Company 2888 - Analytics & Reporting,Commit,Owner 70,Closed Won,Q1 FY24,Data Platform Modernization,31352,POC run,2023-12-20,,2024-02-02,,,2024-03-31,Company 2888,,Head of Data,,Yes,Yes,Fragmented tools,,Low TCO,Status Quo,Consulting Co,Security posture
OPP-HIST-01889,APAC,SMB,Company 2889 - Security & Compliance,Explore,Owner 29,Closed Lost,Q2 FY24,DevOps & Automation,111651,Implementation plan,2024-01-02,,,,,2024-06-21,Company 2889,,Cloud Arch,,,Yes,Does not scale,Renewal soon,References match,Status Quo,GSII,Security posture
OPP-HIST-01890,NORAM,Mid-Market,Company 2890 - AI/ML Enablement,Commit,Owner 83,Closed Won,Q2 FY24,Data Platform Modernization,123583,,2024-02-06,2024-02-24,2024-03-02,,18,2024-04-30,Company 2890,,Infra Lead,No,No,No,Reg risk,Budget expires FY,Best fit,Competitor A,Partner Y,Reduce Ops
OPP-HIST-01891,APAC,Enterprise,Company 2891 - Data Platform Modernization,Explore,Owner 132,Closed Lost,Q2 FY24,Security & Compliance,16443,Procurement alignment,2024-01-10,2024-02-10,2024-03-14,,,2024-06-01,Company 2891,,Infra Lead,No,No,Yes,Reg risk,,,Internal Build,Partner X,
OPP-HIST-01892,NORAM,SMB,Company 2892 - AI/ML Enablement,Explore,Owner 32,Closed Lost,Q1 FY24,Customer 360 View,31236,,2023-12-03,2023-12-09,2024-01-16,2024-01-23,17,2024-03-18,Company 2892,Parent Account 47,CTO,No,No,No,Reg risk,M&A drive,,Internal Build,GSII,
OPP-HIST-01893,EMEA,Mid-Market,Company 2893 - Cloud Cost Optimization,Explore,Owner 91,Closed Won,Q1 FY25,Cloud Cost Optimization,21003,Deep dive,2024-12-02,2024-12-13,,2025-01-02,,2025-03-18,Company 2893,Parent Account 132,CIO,Yes,Yes,Yes,Legacy expensive,Budget expires FY,Low TCO,Competitor C,Consulting Co,Faster release
OPP-HIST-01894,LAC,Enterprise,Company 2894 - Customer 360 View,Commit,Owner 81,Closed Lost,Q3 FY25,Data Platform Modernization,37986,Proposal review,2025-05-02,2025-06-14,2025-07-08,,19,2025-09-25,Company 2894,,Head of Data,No,Yes,Yes,Fragmented tools,Renewal soon,Low TCO,Competitor A,None,Security posture
OPP-HIST-01895,EMEA,Mid-Market,Company 2895 - Data Platform Modernization,Explore,Owner 190,Closed Lost,Q1 FY25,Security & Compliance,56477,Proposal review,2024-11-15,2024-12-18,2025-01-16,,37,2025-04-12,Company 2895,,CTO,Yes,Yes,No,Legacy expensive,M&A drive,,Competitor C,None,Reduce Ops
OPP-HIST-01896,EMEA,Strategic Accounts,Company 2896 - Cloud Cost Optimization,Commit,Owner 151,Closed Won,Q1 FY25,Customer 360 View,21703,Proposal review,2024-12-01,2024-12-21,2025-01-22,2025-02-08,,2025-03-25,Company 2896,Parent Account 61,Infra Lead,No,No,,Reg risk,Budget expires FY,References match,Competitor C,None,Visibility
OPP-HIST-01897,LAC,Strategic Accounts,Company 2897 - DevOps & Automation,Commit,Owner 169,Closed Lost,Q1 FY25,Security & Compliance,31404,Implementation plan,2024-12-22,2025-01-17,,,,2025-04-08,Company 2897,Parent Account 128,CIO,,Yes,No,,M&A drive,Best fit,Competitor B,GSII,Security posture
OPP-HIST-01898,LAC,Enterprise,Company 2898 - DevOps & Automation,Explore,Owner 196,Closed Won,Q1 FY24,Analytics & Reporting,29650,Exec sponsor confirm,2023-12-19,2024-01-03,2024-01-22,2024-03-04,,2024-05-04,Company 2898,Parent Account 27,,Yes,Yes,Yes,,Budget expires FY,Best fit,Competitor C,Partner Y,Security posture
OPP-HIST-01899,NORAM,Strategic Accounts,Company 2899 - AI/ML Enablement,Commit,Owner 67,Closed Won,Q2 FY24,Customer 360 View,69222,POC run,2024-03-29,2024-05-05,2024-06-13,,8,2024-07-09,Company 2899,Parent Account 121,CTO,Yes,No,Yes,,Exec mandate,Strong roadmap,Status Quo,None,Faster release
OPP-HIST-01900,EMEA,SMB,Company 2900 - Analytics & Reporting,Commit,Owner 31,Closed Won,Q3 FY24,Customer 360 View,62852,Procurement alignment,2024-05-22,2024-06-18,2024-06-27,,19,2024-09-25,Company 2900,Parent Account 128,Director IT,No,No,Yes,Fragmented tools,Renewal soon,,Internal Build,Consulting Co,Reduce Ops
OPP-HIST-01901,NORAM,SMB,Company 2901 - DevOps & Automation,Explore,Owner 187,Closed Lost,Q3 FY24,Data Platform Modernization,36126,Deep dive,2024-04-24,,,2024-06-22,,2024-08-20,Company 2901,,Cloud Arch,No,No,,Reg risk,Exec mandate,Low TCO,Internal Build,Partner Y,Visibility
OPP-HIST-01902,EMEA,SMB,Company 2902 - Security & Compliance,Prove,Owner 179,Closed Won,Q1 FY25,Customer 360 View,67763,Deep dive,2024-12-18,2025-01-07,2025-01-20,,13,2025-02-13,Company 2902,Parent Account 51,Head of Data,Yes,No,Yes,Fragmented tools,Exec mandate,Best fit,Competitor C,Consulting Co,Reduce Ops
OPP-HIST-01903,GP&A,Public Sector,Company 2903 - AI/ML Enablement,Prove,Owner 152,Closed Won,Q3 FY24,Analytics & Reporting,40836,Implementation plan,2024-05-18,,2024-06-06,2024-06-13,31,2024-08-16,Company 2903,,Head of Data,Yes,Yes,Yes,Reg risk,Budget expires FY,,Competitor C,None,Visibility
OPP-HIST-01904,EMEA,Mid-Market,Company 2904 - Security & Compliance,Commit,Owner 106,Closed Won,Q2 FY24,Security & Compliance,49505,Deep dive,2024-02-24,,2024-04-02,2024-04-17,29,2024-06-07,Company 2904,Parent Account 113,VP Eng,Yes,,No,Legacy expensive,Exec mandate,References match,Competitor B,Partner Y,
OPP-HIST-01905,EMEA,Enterprise,Company 2905 - AI/ML Enablement,Explore,Owner 83,Closed Won,Q3 FY25,AI/ML Enablement,193187,Proposal review,2025-04-21,2025-06-01,2025-06-17,2025-07-26,,2025-08-13,Company 2905,Parent Account 131,VP Eng,No,No,,Legacy expensive,Renewal soon,Strong roadmap,Competitor A,Partner Y,
OPP-HIST-01906,NORAM,SMB,Company 2906 - Security & Compliance,Explore,Owner 103,Closed Won,Q2 FY25,AI/ML Enablement,153019,Deep dive,2025-02-13,2025-03-05,2025-03-11,2025-04-14,,2025-06-08,Company 2906,Parent Account 109,Cloud Arch,,Yes,Yes,Reg risk,Budget expires FY,Low TCO,Competitor B,None,Reduce Ops
OPP-HIST-01907,LAC,Strategic Accounts,Company 2907 - DevOps & Automation,Prove,Owner 78,Closed Lost,Q2 FY25,Security & Compliance,24107,Exec sponsor confirm,2025-01-17,2025-01-24,,2025-03-08,42,2025-05-10,Company 2907,Parent Account 180,CTO,No,,,Legacy expensive,,,Competitor A,None,Visibility
OPP-HIST-01908,NORAM,Enterprise,Company 2908 - AI/ML Enablement,Prove,Owner 186,Closed Won,Q1 FY25,Analytics & Reporting,107024,,2024-11-07,,,2025-01-07,23,2025-03-08,Company 2908,Parent Account 141,,No,No,No,Reg risk,Exec mandate,Best fit,Competitor C,None,Faster release
OPP-HIST-01909,APAC,Mid-Market,Company 2909 - Data Platform Modernization,Commit,Owner 25,Closed Won,Q3 FY25,Data Platform Modernization,105659,Procurement alignment,2025-06-02,,,,0,2025-09-25,Company 2909,Parent Account 6,CTO,No,Yes,No,Fragmented tools,Renewal soon,,Competitor B,Partner X,Reduce Ops
OPP-HIST-01910,APAC,SMB,Company 2910 - AI/ML Enablement,Commit,Owner 123,Closed Won,Q3 FY24,Security & Compliance,26801,Procurement alignment,2024-05-13,,2024-07-04,2024-07-19,44,2024-09-14,Company 2910,,CTO,Yes,,No,Legacy expensive,Budget expires FY,Strong roadmap,Status Quo,Consulting Co,Reduce Ops
OPP-HIST-01911,APAC,SMB,Company 2911 - AI/ML Enablement,Commit,Owner 165,Closed Lost,Q3 FY24,Cloud Cost Optimization,106206,Procurement alignment,2024-05-14,2024-05-26,2024-06-08,,6,2024-07-24,Company 2911,Parent Account 97,,No,Yes,,Reg risk,,References match,Status Quo,Partner X,Security posture
OPP-HIST-01912,EMEA,Mid-Market,Company 2912 - Security & Compliance,Explore,Owner 101,Closed Lost,Q1 FY24,Analytics & Reporting,175703,Procurement alignment,2023-11-05,2023-11-16,,2023-12-07,32,2024-01-27,Company 2912,Parent Account 57,Head of Data,No,No,No,Reg risk,Budget expires FY,,Internal Build,Partner X,Security posture
OPP-HIST-01913,LAC,Enterprise,Company 2913 - Security & Compliance,Prove,Owner 104,Closed Lost,Q2 FY24,DevOps & Automation,27288,POC run,2024-02-14,,2024-05-01,2024-06-04,4,2024-06-13,Company 2913,Parent Account 19,VP Eng,Yes,,,Legacy expensive,Budget expires FY,References match,Competitor A,None,Visibility
OPP-HIST-01914,APAC,Mid-Market,Company 2914 - Data Platform Modernization,Commit,Owner 160,Closed Lost,Q1 FY25,Analytics & Reporting,31500,Proposal review,2024-11-01,2024-11-20,,2024-12-13,,2025-01-29,Company 2914,Parent Account 63,Cloud Arch,No,No,Yes,Does not scale,,,Competitor C,None,
OPP-HIST-01915,EMEA,Enterprise,Company 2915 - AI/ML Enablement,Prove,Owner 47,Closed Won,Q1 FY25,DevOps & Automation,122071,Implementation plan,2024-10-13,,2024-11-26,2025-01-09,8,2025-02-24,Company 2915,,VP Eng,,,,Fragmented tools,,Low TCO,Competitor A,GSII,Reduce Ops
OPP-HIST-01916,EMEA,SMB,Company 2916 - Customer 360 View,Prove,Owner 139,Closed Lost,Q2 FY25,DevOps & Automation,72406,Implementation plan,2025-01-10,,2025-02-11,2025-03-17,39,2025-05-18,Company 2916,Parent Account 149,Head of Data,Yes,No,,Reg risk,Exec mandate,,Competitor A,Consulting Co,
OPP-HIST-01917,GP&A,Mid-Market,Company 2917 - DevOps & Automation,Prove,Owner 142,Closed Won,Q3 FY25,Cloud Cost Optimization,88082,,2025-06-02,,2025-08-12,,,2025-09-25,Company 2917,Parent Account 178,,No,No,Yes,Reg risk,,,Competitor C,GSII,Security posture
OPP-HIST-01918,EMEA,Strategic Accounts,Company 2918 - Data Platform Modernization,Prove,Owner 49,Closed Won,Q2 FY25,AI/ML Enablement,75994,Deep dive,2025-03-16,2025-04-05,2025-05-13,2025-06-25,16,2025-07-22,Company 2918,Parent Account 110,Director IT,Yes,No,No,Reg risk,M&A drive,Best fit,Internal Build,Partner Y,Visibility
OPP-HIST-01919,APAC,SMB,Company 2919 - Cloud Cost Optimization,Prove,Owner 145,Closed Won,Q3 FY24,Security & Compliance,78706,Procurement alignment,2024-04-30,2024-05-17,,2024-08-11,4,2024-08-20,Company 2919,,,No,No,Yes,,,Best fit,Status Quo,Consulting Co,
OPP-HIST-01920,EMEA,Public Sector,Company 2920 - Security & Compliance,Explore,Owner 53,Closed Won,Q1 FY24,Security & Compliance,23658,Procurement alignment,2023-11-22,2023-12-07,2023-12-16,,26,2024-02-28,Company 2920,Parent Account 131,VP Eng,Yes,No,Yes,Reg risk,Renewal soon,Strong roadmap,Competitor B,GSII,Visibility
OPP-HIST-01921,APAC,Strategic Accounts,Company 2921 - Analytics & Reporting,Commit,Owner 130,Closed Lost,Q2 FY25,Customer 360 View,124632,Exec sponsor confirm,2025-03-22,2025-03-30,2025-04-27,2025-06-11,,2025-07-18,Company 2921,Parent Account 173,CTO,No,,Yes,Fragmented tools,Exec mandate,Strong roadmap,Competitor B,None,
OPP-HIST-01922,NORAM,Enterprise,Company 2922 - AI/ML Enablement,Prove,Owner 89,Closed Won,Q1 FY25,AI/ML Enablement,135769,Implementation plan,2024-10-14,2024-10-18,2024-11-26,,8,2025-01-18,Company 2922,Parent Account 82,,Yes,Yes,No,,Renewal soon,Strong roadmap,Competitor A,None,
OPP-HIST-01923,LAC,SMB,Company 2923 - Data Platform Modernization,Commit,Owner 196,Closed Lost,Q1 FY25,Customer 360 View,50992,,2024-11-08,2024-11-22,2024-12-13,,,2025-02-16,Company 2923,Parent Account 187,,No,,Yes,Reg risk,Renewal soon,Low TCO,Status Quo,Partner Y,Security posture
OPP-HIST-01924,NORAM,Strategic Accounts,Company 2924 - Data Platform Modernization,Prove,Owner 27,Closed Won,Q1 FY24,AI/ML Enablement,58079,Deep dive,2023-12-22,2024-01-03,2024-02-06,,,2024-04-07,Company 2924,,VP Eng,No,,Yes,Fragmented tools,Budget expires FY,,Competitor C,Partner X,
OPP-HIST-01925,APAC,SMB,Company 2925 - Customer 360 View,Commit,Owner 92,Closed Won,Q2 FY24,Cloud Cost Optimization,20500,Exec sponsor confirm,2024-01-28,2024-02-25,,,6,2024-04-24,Company 2925,Parent Account 108,Cloud Arch,No,,No,Legacy expensive,Budget expires FY,Best fit,Status Quo,Partner X,Reduce Ops
OPP-HIST-01926,GP&A,Mid-Market,Company 2926 - Security & Compliance,Prove,Owner 161,Closed Lost,Q2 FY24,Security & Compliance,85817,Implementation plan,2024-01-08,,2024-02-21,,,2024-05-04,Company 2926,Parent Account 145,Director IT,No,No,Yes,Legacy expensive,Budget expires FY,,Status Quo,Partner X,Faster release
OPP-HIST-01927,EMEA,SMB,Company 2927 - Data Platform Modernization,Commit,Owner 87,Closed Won,Q3 FY24,AI/ML Enablement,89361,Implementation plan,2024-04-14,2024-04-19,2024-05-28,2024-06-26,22,2024-08-10,Company 2927,,VP Eng,No,,Yes,Reg risk,Renewal soon,Strong roadmap,Status Quo,Partner Y,Faster release
OPP-HIST-01928,APAC,Mid-Market,Company 2928 - Analytics & Reporting,Explore,Owner 134,Closed Won,Q2 FY25,Cloud Cost Optimization,57323,Exec sponsor confirm,2025-03-02,2025-03-07,,2025-05-16,,2025-07-09,Company 2928,,Infra Lead,No,Yes,Yes,Legacy expensive,Exec mandate,,Competitor A,GSII,Visibility
OPP-HIST-01929,GP&A,SMB,Company 2929 - DevOps & Automation,Commit,Owner 54,Closed Won,Q3 FY25,AI/ML Enablement,131537,Deep dive,2025-04-11,2025-05-23,2025-06-29,2025-08-06,44,2025-09-27,Company 2929,Parent Account 13,Director IT,Yes,Yes,Yes,Legacy expensive,Renewal soon,,Internal Build,GSII,Faster release
OPP-HIST-01930,LAC,Strategic Accounts,Company 2930 - Cloud Cost Optimization,Explore,Owner 96,Closed Lost,Q1 FY24,Security & Compliance,47389,POC run,2023-11-23,2023-11-27,2023-12-18,2024-01-11,5,2024-01-23,Company 2930,Parent Account 136,Head of Data,Yes,No,No,,Exec mandate,Low TCO,Status Quo,Partner X,Visibility
OPP-HIST-01931,LAC,Enterprise,Company 2931 - Data Platform Modernization,Commit,Owner 115,Closed Won,Q3 FY25,Cloud Cost Optimization,88896,Exec sponsor confirm,2025-04-16,2025-05-22,,2025-07-22,,2025-08-20,Company 2931,,Infra Lead,No,,,Does not scale,,,Internal Build,None,Faster release
OPP-HIST-01932,NORAM,Public Sector,Company 2932 - Data Platform Modernization,Explore,Owner 164,Closed Won,Q3 FY24,Customer 360 View,29326,Implementation plan,2024-04-04,2024-04-20,2024-05-29,,37,2024-08-03,Company 2932,Parent Account 79,CIO,No,No,Yes,Reg risk,,,Internal Build,Partner X,Reduce Ops
OPP-HIST-01933,GP&A,Public Sector,Company 2933 - DevOps & Automation,Commit,Owner 125,Closed Won,Q1 FY24,Customer 360 View,58895,Implementation plan,2023-11-30,,,2024-01-04,,2024-03-11,Company 2933,Parent Account 200,Cloud Arch,,Yes,Yes,Legacy expensive,M&A drive,Best fit,Competitor A,None,
OPP-HIST-01934,GP&A,Enterprise,Company 2934 - DevOps & Automation,Explore,Owner 77,Closed Won,Q1 FY25,AI/ML Enablement,52994,Implementation plan,2024-10-19,2024-10-29,2024-11-08,2024-12-02,,2025-01-10,Company 2934,Parent Account 86,Cloud Arch,No,No,No,,Budget expires FY,References match,Competitor C,Consulting Co,Faster release
OPP-HIST-01935,EMEA,Strategic Accounts,Company 2935 - Data Platform Modernization,Explore,Owner 16,Closed Lost,Q3 FY24,Analytics & Reporting,70102,Deep dive,2024-04-25,2024-05-12,2024-06-03,,32,2024-08-28,Company 2935,Parent Account 120,,No,No,,Legacy expensive,M&A drive,,Competitor B,None,Reduce Ops
OPP-HIST-01936,GP&A,SMB,Company 2936 - DevOps & Automation,Explore,Owner 68,Closed Won,Q2 FY25,AI/ML Enablement,46227,Deep dive,2025-01-28,2025-03-12,,2025-05-09,31,2025-06-14,Company 2936,Parent Account 84,,Yes,No,,Does not scale,Renewal soon,References match,Competitor A,Consulting Co,Security posture
OPP-HIST-01937,APAC,Public Sector,Company 2937 - Customer 360 View,Commit,Owner 189,Closed Lost,Q2 FY25,Data Platform Modernization,54609,Deep dive,2025-02-14,2025-03-09,2025-04-16,2025-05-25,19,2025-07-05,Company 2937,Parent Account 197,VP Eng,No,,No,,,,Internal Build,Partner X,Faster release
OPP-HIST-01938,EMEA,Enterprise,Company 2938 - Cloud Cost Optimization,Prove,Owner 71,Closed Lost,Q2 FY24,Cloud Cost Optimization,106748,,2024-02-11,,2024-04-19,,,2024-06-26,Company 2938,Parent Account 180,Director IT,Yes,,,Fragmented tools,,References match,Internal Build,Partner Y,Faster release
OPP-HIST-01939,GP&A,SMB,Company 2939 - DevOps & Automation,Prove,Owner 3,Closed Lost,Q1 FY25,Analytics & Reporting,44102,,2024-12-20,2024-12-29,2025-01-29,2025-03-09,38,2025-05-02,Company 2939,Parent Account 116,CIO,Yes,No,Yes,Reg risk,,,Competitor A,None,Visibility
OPP-HIST-01940,EMEA,Public Sector,Company 2940 - AI/ML Enablement,Commit,Owner 134,Closed Lost,Q3 FY24,Cloud Cost Optimization,19445,Proposal review,2024-05-12,,2024-07-01,2024-07-14,30,2024-09-22,Company 2940,,,Yes,No,No,,M&A drive,References match,Competitor C,GSII,Security posture
OPP-HIST-01941,NORAM,Public Sector,Company 2941 - Customer 360 View,Prove,Owner 68,Closed Won,Q1 FY25,DevOps & Automation,203762,Implementation plan,2024-10-08,2024-11-10,,,40,2025-02-02,Company 2941,Parent Account 103,CTO,,,Yes,Fragmented tools,Budget expires FY,,Internal Build,Partner Y,Reduce Ops
