opportunity number,field / event,Old value,New Value,edit date
OPP-HIST-01775,Next Steps,Implementation plan (no change),Implementation plan,2024-04-04
OPP-HIST-01775,Next Steps,Implementation plan,Procurement alignment,2024-04-27
OPP-HIST-01776,Next Steps,Deep dive,Deep dive - follow up,2025-02-01
OPP-HIST-01776,Next Steps,Deep dive - follow up,Deep dive - follow up - pending,2025-02-05
OPP-HIST-01776,Next Steps,Deep dive - follow up - pending,Deep dive - follow up - pending (no change),2025-02-14
OPP-HIST-01777,Next Steps,,Deep dive,2024-01-05
OPP-HIST-01777,Next Steps,Deep dive,Deep dive - update,2024-01-25
OPP-HIST-01778,Next Steps,POC run,Proposal review,2024-12-23
OPP-HIST-01778,Next Steps,Proposal review,Proposal review - follow up,2025-01-03
OPP-HIST-01778,Next Steps,Proposal review - follow up,POC run,2025-01-27
OPP-HIST-01778,Next Steps,POC run,Proposal review,2025-03-03
OPP-HIST-01778,Next Steps,Proposal review,Deep dive,2025-03-05
OPP-HIST-01779,Next Steps,Implementation plan,Implementation plan - update,2024-06-23
OPP-HIST-01779,Next Steps,Implementation plan - update,Implementation plan - update - follow up,2024-07-25
OPP-HIST-01780,Next Steps,,Deep dive,2023-12-04
OPP-HIST-01781,Next Steps,Exec sponsor confirm,Exec sponsor confirm - follow up,2025-04-22
OPP-HIST-01781,Next Steps,Exec sponsor confirm - follow up,Exec sponsor confirm - follow up - pending,2025-05-05
OPP-HIST-01781,Next Steps,Exec sponsor confirm - follow up - pending,Exec sponsor confirm - follow up - pending - minor,2025-06-08
OPP-HIST-01781,Next Steps,Exec sponsor confirm - follow up - pending - minor,Exec sponsor confirm - follow up - pending - minor - follow up,2025-06-08
OPP-HIST-01783,Next Steps,POC run,POC run (no change),2025-04-23
OPP-HIST-01783,Next Steps,POC run (no change),POC run (no change) - pending,2025-05-12
OPP-HIST-01783,Next Steps,POC run (no change) - pending,POC run (no change) - pending - minor,2025-05-19
OPP-HIST-01784,Next Steps,,Exec sponsor confirm,2025-05-13
OPP-HIST-01784,Next Steps,Exec sponsor confirm,Exec sponsor confirm (no change),2025-05-25
OPP-HIST-01785,Next Steps,Procurement alignment,Procurement alignment - update,2025-01-02
OPP-HIST-01786,Next Steps,Implementation plan,Implementation plan - pending,2025-05-06
OPP-HIST-01786,Next Steps,Implementation plan - pending,Implementation plan - pending - pending,2025-05-10
OPP-HIST-01786,Next Steps,Implementation plan - pending - pending,Procurement alignment,2025-05-14
OPP-HIST-01786,Next Steps,Procurement alignment,Implementation plan,2025-05-27
OPP-HIST-01788,Next Steps,,Exec sponsor confirm,2025-03-11
OPP-HIST-01788,Next Steps,Exec sponsor confirm,Proposal review,2025-03-20
OPP-HIST-01788,Next Steps,Proposal review,Proposal review - follow up,2025-04-17
OPP-HIST-01788,Next Steps,Proposal review - follow up,Proposal review - follow up (no change),2025-04-30
OPP-HIST-01789,Next Steps,Proposal review,Proposal review - follow up,2025-01-07
OPP-HIST-01790,Next Steps,Implementation plan,Implementation plan - minor,2024-03-21
OPP-HIST-01791,Next Steps,Deep dive,Deep dive - follow up,2025-01-16
OPP-HIST-01791,Next Steps,Deep dive - follow up,Deep dive - follow up (no change),2025-02-24
OPP-HIST-01791,Next Steps,Deep dive - follow up (no change),Deep dive - follow up (no change) - follow up,2025-03-17
OPP-HIST-01791,Next Steps,Deep dive - follow up (no change) - follow up,Deep dive - follow up (no change) - follow up (no change),2025-03-18
OPP-HIST-01793,Next Steps,Exec sponsor confirm,Exec sponsor confirm - minor,2024-01-04
OPP-HIST-01793,Next Steps,Exec sponsor confirm - minor,Procurement alignment,2024-01-27
OPP-HIST-01793,Next Steps,Procurement alignment,Procurement alignment (no change),2024-02-12
OPP-HIST-01793,Next Steps,Procurement alignment (no change),Procurement alignment,2024-02-11
OPP-HIST-01794,Next Steps,Exec sponsor confirm,Exec sponsor confirm - minor,2025-01-11
OPP-HIST-01794,Next Steps,Exec sponsor confirm - minor,Exec sponsor confirm - minor (no change),2025-01-29
OPP-HIST-01796,Next Steps,Deep dive,Deep dive (no change),2025-03-06
OPP-HIST-01796,Next Steps,Deep dive (no change),Exec sponsor confirm,2025-04-13
OPP-HIST-01796,Next Steps,Exec sponsor confirm,Implementation plan,2025-05-04
OPP-HIST-01796,Next Steps,Implementation plan,Implementation plan - update,2025-05-05
OPP-HIST-01797,Next Steps,Deep dive,POC run,2024-02-08
OPP-HIST-01797,Next Steps,POC run,POC run (no change),2024-03-06
OPP-HIST-01798,Next Steps,Implementation plan,Exec sponsor confirm,2023-11-17
OPP-HIST-01798,Next Steps,Exec sponsor confirm,Exec sponsor confirm - update,2023-12-13
OPP-HIST-01799,Next Steps,POC run,POC run,2023-12-18
OPP-HIST-01800,Next Steps,POC run,POC run - follow up,2025-03-10
OPP-HIST-01800,Next Steps,POC run - follow up,Procurement alignment,2025-03-22
OPP-HIST-01800,Next Steps,Procurement alignment,Procurement alignment - follow up,2025-05-01
OPP-HIST-01800,Next Steps,Procurement alignment - follow up,Procurement alignment - follow up - update,2025-05-09
OPP-HIST-01800,Next Steps,Procurement alignment - follow up - update,Procurement alignment - follow up - update - pending,2025-05-13
OPP-HIST-01801,Next Steps,Deep dive,POC run,2024-02-01
OPP-HIST-01801,Next Steps,POC run,POC run - follow up,2024-02-22
OPP-HIST-01801,Next Steps,POC run - follow up,Deep dive,2024-03-27
OPP-HIST-01801,Next Steps,Deep dive,Deep dive - follow up,2024-04-11
OPP-HIST-01801,Next Steps,Deep dive - follow up,POC run,2024-05-13
OPP-HIST-01802,Next Steps,,POC run,2024-11-13
OPP-HIST-01803,Next Steps,POC run,Deep dive,2023-12-16
OPP-HIST-01803,Next Steps,Deep dive,Deep dive - minor,2024-01-18
OPP-HIST-01803,Next Steps,Deep dive - minor,Deep dive - minor - update,2024-02-09
OPP-HIST-01803,Next Steps,Deep dive - minor - update,POC run,2024-03-05
OPP-HIST-01803,Next Steps,POC run,POC run - pending,2024-03-29
OPP-HIST-01804,Next Steps,Procurement alignment,Procurement alignment - pending,2024-01-29
OPP-HIST-01805,Next Steps,Proposal review,Procurement alignment,2025-05-01
OPP-HIST-01806,Next Steps,Exec sponsor confirm,Exec sponsor confirm - follow up,2024-05-21
OPP-HIST-01807,Next Steps,Implementation plan,Exec sponsor confirm,2025-02-28
OPP-HIST-01807,Next Steps,Exec sponsor confirm,Exec sponsor confirm - follow up,2025-04-05
OPP-HIST-01807,Next Steps,Exec sponsor confirm - follow up,Deep dive,2025-05-06
OPP-HIST-01807,Next Steps,Deep dive,POC run,2025-06-15
OPP-HIST-01808,Next Steps,Procurement alignment,Procurement alignment - update,2025-06-27
OPP-HIST-01808,Next Steps,Procurement alignment - update,Procurement alignment,2025-07-05
OPP-HIST-01808,Next Steps,Procurement alignment,Procurement alignment (no change),2025-07-09
OPP-HIST-01811,Next Steps,Proposal review,Proposal review - update,2025-05-26
OPP-HIST-01812,Next Steps,POC run,POC run - update,2025-01-14
OPP-HIST-01812,Next Steps,POC run - update,POC run - update - pending,2025-02-04
OPP-HIST-01812,Next Steps,POC run - update - pending,Proposal review,2025-03-10
OPP-HIST-01812,Next Steps,Proposal review,Procurement alignment,2025-04-07
OPP-HIST-01813,Next Steps,Proposal review,Deep dive,2024-12-03
OPP-HIST-01813,Next Steps,Deep dive,Deep dive - follow up,2025-01-06
OPP-HIST-01813,Next Steps,Deep dive - follow up,Deep dive,2025-02-07
OPP-HIST-01813,Next Steps,Deep dive,Deep dive - follow up,2025-02-18
OPP-HIST-01814,Next Steps,Exec sponsor confirm,Exec sponsor confirm (no change),2025-05-16
OPP-HIST-01814,Next Steps,Exec sponsor confirm (no change),Implementation plan,2025-06-24
OPP-HIST-01814,Next Steps,Implementation plan,Implementation plan - minor,2025-07-19
OPP-HIST-01814,Next Steps,Implementation plan - minor,Procurement alignment,2025-08-12
OPP-HIST-01815,Next Steps,Proposal review,POC run,2024-05-10
OPP-HIST-01815,Next Steps,POC run,POC run - minor,2024-06-02
OPP-HIST-01815,Next Steps,POC run - minor,POC run - minor - update,2024-06-11
OPP-HIST-01815,Next Steps,POC run - minor - update,POC run - minor - update - update,2024-07-16
OPP-HIST-01816,Next Steps,Proposal review,Proposal review - pending,2025-03-29
OPP-HIST-01817,Next Steps,POC run,POC run - minor,2024-03-21
OPP-HIST-01817,Next Steps,POC run - minor,POC run - minor (no change),2024-04-30
OPP-HIST-01817,Next Steps,POC run - minor (no change),POC run - minor (no change) - pending,2024-05-11
OPP-HIST-01817,Next Steps,POC run - minor (no change) - pending,POC run - minor (no change) - pending - update,2024-06-12
OPP-HIST-01819,Next Steps,POC run,POC run - pending,2025-06-26
OPP-HIST-01819,Next Steps,POC run - pending,POC run - pending - follow up,2025-07-10
OPP-HIST-01819,Next Steps,POC run - pending - follow up,POC run - pending - follow up (no change),2025-07-26
OPP-HIST-01820,Next Steps,Proposal review,Proposal review,2025-02-20
OPP-HIST-01820,Next Steps,Proposal review,Proposal review - pending,2025-03-01
OPP-HIST-01820,Next Steps,Proposal review - pending,Proposal review - pending (no change),2025-03-12
OPP-HIST-01820,Next Steps,Proposal review - pending (no change),Proposal review - pending (no change) - update,2025-04-01
OPP-HIST-01820,Next Steps,Proposal review - pending (no change) - update,Implementation plan,2025-04-15
OPP-HIST-01821,Next Steps,Proposal review,Proposal review - minor,2024-02-01
OPP-HIST-01821,Next Steps,Proposal review - minor,Procurement alignment,2024-02-28
OPP-HIST-01821,Next Steps,Procurement alignment,Procurement alignment - follow up,2024-03-05
OPP-HIST-01824,Next Steps,POC run,POC run - update,2024-03-09
OPP-HIST-01824,Next Steps,POC run - update,Implementation plan,2024-04-10
OPP-HIST-01824,Next Steps,Implementation plan,Exec sponsor confirm,2024-04-22
OPP-HIST-01825,Next Steps,,Exec sponsor confirm,2025-04-19
OPP-HIST-01826,Next Steps,Implementation plan,Implementation plan (no change),2025-03-27
OPP-HIST-01826,Next Steps,Implementation plan (no change),Implementation plan (no change) - minor,2025-04-13
OPP-HIST-01826,Next Steps,Implementation plan (no change) - minor,POC run,2025-04-26
OPP-HIST-01826,Next Steps,POC run,POC run (no change),2025-05-15
OPP-HIST-01826,Next Steps,POC run (no change),Deep dive,2025-06-03
OPP-HIST-01827,Next Steps,,Exec sponsor confirm,2024-04-04
OPP-HIST-01827,Next Steps,Exec sponsor confirm,Exec sponsor confirm (no change),2024-04-18
OPP-HIST-01827,Next Steps,Exec sponsor confirm (no change),Exec sponsor confirm (no change) (no change),2024-04-25
OPP-HIST-01827,Next Steps,Exec sponsor confirm (no change) (no change),Exec sponsor confirm (no change) (no change) - follow up,2024-05-17
OPP-HIST-01829,Next Steps,,Implementation plan,2024-05-14
OPP-HIST-01829,Next Steps,Implementation plan,Implementation plan - minor,2024-06-07
OPP-HIST-01829,Next Steps,Implementation plan - minor,Implementation plan - minor - follow up,2024-06-17
OPP-HIST-01831,Next Steps,Exec sponsor confirm,Exec sponsor confirm - pending,2024-05-23
OPP-HIST-01831,Next Steps,Exec sponsor confirm - pending,Exec sponsor confirm - pending - minor,2024-06-24
OPP-HIST-01831,Next Steps,Exec sponsor confirm - pending - minor,Deep dive,2024-07-22
OPP-HIST-01831,Next Steps,Deep dive,Implementation plan,2024-08-17
OPP-HIST-01833,Next Steps,Proposal review,POC run,2024-03-31
OPP-HIST-01833,Next Steps,POC run,POC run - pending,2024-04-16
OPP-HIST-01833,Next Steps,POC run - pending,POC run - pending (no change),2024-04-30
OPP-HIST-01833,Next Steps,POC run - pending (no change),POC run - pending (no change) - minor,2024-06-08
OPP-HIST-01833,Next Steps,POC run - pending (no change) - minor,Procurement alignment,2024-06-21
OPP-HIST-01834,Next Steps,Proposal review,Proposal review - update,2024-01-12
OPP-HIST-01834,Next Steps,Proposal review - update,Proposal review - update - update,2024-02-13
OPP-HIST-01835,Next Steps,Procurement alignment,Procurement alignment - follow up,2023-11-16
OPP-HIST-01835,Next Steps,Procurement alignment - follow up,Procurement alignment - follow up - minor,2023-12-21
OPP-HIST-01835,Next Steps,Procurement alignment - follow up - minor,POC run,2023-12-28
OPP-HIST-01835,Next Steps,POC run,POC run - follow up,2024-01-19
OPP-HIST-01835,Next Steps,POC run - follow up,POC run - follow up - follow up,2024-01-20
OPP-HIST-01836,Next Steps,,Exec sponsor confirm,2023-12-15
OPP-HIST-01836,Next Steps,Exec sponsor confirm,Exec sponsor confirm,2024-01-01
OPP-HIST-01836,Next Steps,Exec sponsor confirm,Exec sponsor confirm (no change),2024-02-01
OPP-HIST-01836,Next Steps,Exec sponsor confirm (no change),POC run,2024-02-06
OPP-HIST-01836,Next Steps,POC run,Exec sponsor confirm,2024-02-21
OPP-HIST-01837,Next Steps,POC run,POC run - minor,2024-03-01
OPP-HIST-01837,Next Steps,POC run - minor,Deep dive,2024-03-05
OPP-HIST-01837,Next Steps,Deep dive,Deep dive,2024-04-12
OPP-HIST-01837,Next Steps,Deep dive,Deep dive - pending,2024-05-05
OPP-HIST-01837,Next Steps,Deep dive - pending,Deep dive - pending - pending,2024-05-26
OPP-HIST-01838,Next Steps,Proposal review,Implementation plan,2025-03-20
OPP-HIST-01838,Next Steps,Implementation plan,Exec sponsor confirm,2025-04-04
OPP-HIST-01838,Next Steps,Exec sponsor confirm,Exec sponsor confirm - follow up,2025-04-15
OPP-HIST-01838,Next Steps,Exec sponsor confirm - follow up,Deep dive,2025-04-23
OPP-HIST-01838,Next Steps,Deep dive,Deep dive - update,2025-06-01
OPP-HIST-01841,Next Steps,,POC run,2025-07-03
OPP-HIST-01841,Next Steps,POC run,Deep dive,2025-08-06
OPP-HIST-01841,Next Steps,Deep dive,Deep dive - minor,2025-08-11
OPP-HIST-01841,Next Steps,Deep dive - minor,Deep dive - minor - minor,2025-09-16
OPP-HIST-01841,Next Steps,Deep dive - minor - minor,Deep dive - minor - minor - pending,2025-09-21
OPP-HIST-01842,Next Steps,Proposal review,Proposal review - minor,2025-05-30
OPP-HIST-01842,Next Steps,Proposal review - minor,Procurement alignment,2025-06-25
OPP-HIST-01843,Next Steps,Implementation plan,Exec sponsor confirm,2025-06-23
OPP-HIST-01843,Next Steps,Exec sponsor confirm,POC run,2025-08-02
OPP-HIST-01843,Next Steps,POC run,Implementation plan,2025-08-19
OPP-HIST-01843,Next Steps,Implementation plan,Implementation plan - update,2025-09-21
OPP-HIST-01843,Next Steps,Implementation plan - update,Implementation plan - update - minor,2025-09-25
OPP-HIST-01844,Next Steps,Exec sponsor confirm,Exec sponsor confirm,2024-04-01
OPP-HIST-01844,Next Steps,Exec sponsor confirm,Exec sponsor confirm - update,2024-05-03
OPP-HIST-01844,Next Steps,Exec sponsor confirm - update,Exec sponsor confirm - update - minor,2024-05-16
OPP-HIST-01844,Next Steps,Exec sponsor confirm - update - minor,POC run,2024-05-17
OPP-HIST-01844,Next Steps,POC run,POC run (no change),2024-05-18
OPP-HIST-01845,Next Steps,Procurement alignment,Procurement alignment - update,2025-04-07
OPP-HIST-01845,Next Steps,Procurement alignment - update,POC run,2025-05-04
OPP-HIST-01846,Next Steps,Deep dive,POC run,2025-02-24
OPP-HIST-01847,Next Steps,Implementation plan,Deep dive,2025-01-24
OPP-HIST-01847,Next Steps,Deep dive,Proposal review,2025-01-29
OPP-HIST-01847,Next Steps,Proposal review,Proposal review - pending,2025-02-18
OPP-HIST-01847,Next Steps,Proposal review - pending,Proposal review - pending - pending,2025-03-29
OPP-HIST-01847,Next Steps,Proposal review - pending - pending,Procurement alignment,2025-04-24
OPP-HIST-01848,Next Steps,Proposal review,Proposal review (no change),2024-02-12
OPP-HIST-01848,Next Steps,Proposal review (no change),Deep dive,2024-03-02
OPP-HIST-01849,Next Steps,,Implementation plan,2025-04-23
OPP-HIST-01849,Next Steps,Implementation plan,Implementation plan - pending,2025-05-10
OPP-HIST-01849,Next Steps,Implementation plan - pending,Implementation plan - pending - follow up,2025-06-17
OPP-HIST-01850,Next Steps,Exec sponsor confirm,Exec sponsor confirm (no change),2024-06-26
OPP-HIST-01850,Next Steps,Exec sponsor confirm (no change),Exec sponsor confirm,2024-07-18
OPP-HIST-01851,Next Steps,Implementation plan,Implementation plan - update,2025-04-17
OPP-HIST-01851,Next Steps,Implementation plan - update,POC run,2025-05-25
OPP-HIST-01851,Next Steps,POC run,Procurement alignment,2025-06-11
OPP-HIST-01852,Next Steps,POC run,POC run - follow up,2025-05-05
OPP-HIST-01852,Next Steps,POC run - follow up,POC run - follow up - minor,2025-05-14
OPP-HIST-01852,Next Steps,POC run - follow up - minor,POC run - follow up - minor (no change),2025-06-04
OPP-HIST-01853,Next Steps,,Deep dive,2025-01-24
OPP-HIST-01853,Next Steps,Deep dive,Exec sponsor confirm,2025-02-28
OPP-HIST-01853,Next Steps,Exec sponsor confirm,Exec sponsor confirm - pending,2025-03-20
OPP-HIST-01853,Next Steps,Exec sponsor confirm - pending,Exec sponsor confirm,2025-04-03
OPP-HIST-01854,Next Steps,POC run,POC run (no change),2024-05-07
OPP-HIST-01855,Next Steps,Proposal review,Proposal review (no change),2024-05-22
OPP-HIST-01855,Next Steps,Proposal review (no change),Proposal review (no change) - pending,2024-06-12
OPP-HIST-01856,Next Steps,Implementation plan,POC run,2024-05-17
OPP-HIST-01856,Next Steps,POC run,Procurement alignment,2024-05-31
OPP-HIST-01857,Next Steps,Procurement alignment,Procurement alignment - follow up,2025-03-26
OPP-HIST-01857,Next Steps,Procurement alignment - follow up,Procurement alignment - follow up - pending,2025-03-31
OPP-HIST-01857,Next Steps,Procurement alignment - follow up - pending,Proposal review,2025-04-01
OPP-HIST-01857,Next Steps,Proposal review,Proposal review - pending,2025-04-01
OPP-HIST-01858,Next Steps,,Exec sponsor confirm,2025-03-27
OPP-HIST-01858,Next Steps,Exec sponsor confirm,Exec sponsor confirm - pending,2025-04-21
OPP-HIST-01858,Next Steps,Exec sponsor confirm - pending,Exec sponsor confirm - pending - update,2025-05-03
OPP-HIST-01859,Next Steps,Implementation plan,Implementation plan - minor,2025-03-09
OPP-HIST-01859,Next Steps,Implementation plan - minor,Implementation plan - minor - pending,2025-03-15
